3	2	2	2	5
1	1	1	1	-1	-1	-0.34147	1	-1	0.87512	-1.1651
1	1	1	0.999	-1.0003	-1.0003	-0.34093	0.999	-1.0003	0.73358	-0.59293
1	1	1	0.998	-1.0007	-1.0007	-0.34039	0.998	-1.0007	0.83055	-1.2634
1	1	1	0.997	-1.001	-1.001	-0.33985	0.997	-1.001	1.4917	-1.4308
1	1	1	0.996	-1.0014	-1.0014	-0.3393	0.996	-1.0014	0.87335	-0.803
1	1	1	0.995	-1.0017	-1.0017	-0.33876	0.995	-1.0017	1.418	-0.98374
1	1	1	0.99399	-1.002	-1.002	-0.33821	0.99399	-1.002	0.8511	-1.3392
1	1	1	0.99299	-1.0024	-1.0024	-0.33766	0.99299	-1.0024	1.0831	-1.1966
1	1	1	0.99199	-1.0027	-1.0027	-0.33712	0.99199	-1.0027	0.67678	-1.0338
1	1	1	0.99099	-1.0031	-1.0031	-0.33657	0.99099	-1.0031	0.9234	-1.0847
1	1	1	0.98998	-1.0034	-1.0034	-0.33602	0.98998	-1.0034	0.99854	-1.3308
1	1	1	0.98898	-1.0037	-1.0037	-0.33547	0.98898	-1.0037	0.69379	-0.83895
1	1	1	0.98798	-1.0041	-1.0041	-0.33491	0.98798	-1.0041	1.1443	-0.82914
1	1	1	0.98697	-1.0044	-1.0044	-0.33436	0.98697	-1.0044	1.1371	-1.029
1	1	1	0.98597	-1.0047	-1.0047	-0.33381	0.98597	-1.0047	1.1188	-0.2275
1	1	1	0.98496	-1.0051	-1.0051	-0.33325	0.98496	-1.0051	1.2023	-0.94528
1	1	1	0.98396	-1.0054	-1.0054	-0.33269	0.98396	-1.0054	1.0215	-1.1258
1	1	1	0.98295	-1.0057	-1.0057	-0.33214	0.98295	-1.0057	0.6049	-0.8663
1	1	1	0.98195	-1.0061	-1.0061	-0.33158	0.98195	-1.0061	0.98458	-1.2419
1	1	1	0.98094	-1.0064	-1.0064	-0.33102	0.98094	-1.0064	1.3804	-1.1588
1	1	1	0.97993	-1.0067	-1.0067	-0.33046	0.97993	-1.0067	0.62311	-0.42524
1	1	1	0.97893	-1.0071	-1.0071	-0.3299	0.97893	-1.0071	1.309	-0.47758
1	1	1	0.97792	-1.0074	-1.0074	-0.32934	0.97792	-1.0074	1.5052	-1.2985
1	1	1	0.97691	-1.0077	-1.0077	-0.32877	0.97691	-1.0077	1.6951	-0.64713
1	1	1	0.9759	-1.008	-1.008	-0.32821	0.9759	-1.008	1.0994	-1.1119
1	1	1	0.97489	-1.0084	-1.0084	-0.32764	0.97489	-1.0084	0.43148	-0.8285
1	1	1	0.97389	-1.0087	-1.0087	-0.32708	0.97389	-1.0087	0.54371	-0.8274
1	1	1	0.97288	-1.009	-1.009	-0.32651	0.97288	-1.009	0.62955	-1.2807
1	1	1	0.97187	-1.0093	-1.0093	-0.32594	0.97187	-1.0093	1.658	-0.51319
1	1	1	0.97086	-1.0097	-1.0097	-0.32537	0.97086	-1.0097	0.771	-1.0011
1	1	1	0.96985	-1.01	-1.01	-0.3248	0.96985	-1.01	1.0498	-1.6631
1	1	1	0.96884	-1.0103	-1.0103	-0.32423	0.96884	-1.0103	1.5475	-1.4775
1	1	1	0.96783	-1.0106	-1.0106	-0.32366	0.96783	-1.0106	0.88494	-1.2587
1	1	1	0.96682	-1.011	-1.011	-0.32308	0.96682	-1.011	0.72932	-1.0785
1	1	1	0.96581	-1.0113	-1.0113	-0.32251	0.96581	-1.0113	0.85967	-1.7295
1	1	1	0.96479	-1.0116	-1.0116	-0.32193	0.96479	-1.0116	1.0082	-0.78265
1	1	1	0.96378	-1.0119	-1.0119	-0.32136	0.96378	-1.0119	0.637	-0.83781
1	1	1	0.96277	-1.0123	-1.0123	-0.32078	0.96277	-1.0123	1.0828	-1.2871
1	1	1	0.96176	-1.0126	-1.0126	-0.3202	0.96176	-1.0126	1.1751	-0.82167
1	1	1	0.96075	-1.0129	-1.0129	-0.31962	0.96075	-1.0129	0.85885	-1.3015
1	1	1	0.95973	-1.0132	-1.0132	-0.31904	0.95973	-1.0132	1.157	-1.1129
1	1	1	0.95872	-1.0135	-1.0135	-0.31846	0.95872	-1.0135	0.92434	-0.64802
1	1	1	0.95771	-1.0139	-1.0139	-0.31787	0.95771	-1.0139	1.2569	-1.1225
1	1	1	0.95669	-1.0142	-1.0142	-0.31729	0.95669	-1.0142	0.92236	-1.4868
1	1	1	0.95568	-1.0145	-1.0145	-0.3167	0.95568	-1.0145	1.3542	-0.94148
1	1	1	0.95466	-1.0148	-1.0148	-0.31612	0.95466	-1.0148	0.96411	-0.52468
1	1	1	0.95365	-1.0151	-1.0151	-0.31553	0.95365	-1.0151	1.0002	-1.2682
1	1	1	0.95263	-1.0154	-1.0154	-0.31494	0.95263	-1.0154	1.1789	-0.78032
1	1	1	0.95162	-1.0157	-1.0157	-0.31435	0.95162	-1.0157	0.99804	-0.88843
1	1	1	0.9506	-1.0161	-1.0161	-0.31376	0.9506	-1.0161	0.85925	-0.94284
1	1	1	0.94958	-1.0164	-1.0164	-0.31317	0.94958	-1.0164	0.67464	-1.4592
1	1	1	0.94857	-1.0167	-1.0167	-0.31258	0.94857	-1.0167	1.1687	-0.64041
1	1	1	0.94755	-1.017	-1.017	-0.31199	0.94755	-1.017	0.67603	-1.0387
1	1	1	0.94653	-1.0173	-1.0173	-0.31139	0.94653	-1.0173	0.98983	-1.1394
1	1	1	0.94552	-1.0176	-1.0176	-0.3108	0.94552	-1.0176	0.86742	-1.159
1	1	1	0.9445	-1.0179	-1.0179	-0.3102	0.9445	-1.0179	1.5756	-1.1038
1	1	1	0.94348	-1.0182	-1.0182	-0.30961	0.94348	-1.0182	0.54455	-1.4263
1	1	1	0.94246	-1.0186	-1.0186	-0.30901	0.94246	-1.0186	1.1363	-0.48483
1	1	1	0.94144	-1.0189	-1.0189	-0.30841	0.94144	-1.0189	1.0045	-0.91956
1	1	1	0.94042	-1.0192	-1.0192	-0.30781	0.94042	-1.0192	1.2424	-0.50324
1	1	1	0.93941	-1.0195	-1.0195	-0.30721	0.93941	-1.0195	0.89194	-1.3188
1	1	1	0.93839	-1.0198	-1.0198	-0.3066	0.93839	-1.0198	0.6315	-1.1924
1	1	1	0.93737	-1.0201	-1.0201	-0.306	0.93737	-1.0201	0.91429	-1.122
1	1	1	0.93635	-1.0204	-1.0204	-0.3054	0.93635	-1.0204	0.75937	-0.822
1	1	1	0.93532	-1.0207	-1.0207	-0.30479	0.93532	-1.0207	1.1347	-1.164
1	1	1	0.9343	-1.021	-1.021	-0.30419	0.9343	-1.021	1.3129	-0.5032
1	1	1	0.93328	-1.0213	-1.0213	-0.30358	0.93328	-1.0213	0.74197	-0.54367
1	1	1	0.93226	-1.0216	-1.0216	-0.30297	0.93226	-1.0216	0.87334	-1.2643
1	1	1	0.93124	-1.0219	-1.0219	-0.30236	0.93124	-1.0219	1.392	-0.94042
1	1	1	0.93022	-1.0222	-1.0222	-0.30175	0.93022	-1.0222	0.86168	-0.85325
1	1	1	0.9292	-1.0225	-1.0225	-0.30114	0.9292	-1.0225	1.614	-0.8411
1	1	1	0.92817	-1.0228	-1.0228	-0.30053	0.92817	-1.0228	1.2263	-0.94355
1	1	1	0.92715	-1.0231	-1.0231	-0.29991	0.92715	-1.0231	0.91723	-0.70694
1	1	1	0.92613	-1.0234	-1.0234	-0.2993	0.92613	-1.0234	1.3329	-0.7885
1	1	1	0.9251	-1.0237	-1.0237	-0.29868	0.9251	-1.0237	1.671	-1.2365
1	1	1	0.92408	-1.024	-1.024	-0.29807	0.92408	-1.024	0.63115	-1.259
1	1	1	0.92305	-1.0243	-1.0243	-0.29745	0.92305	-1.0243	1.6433	-0.87758
1	1	1	0.92203	-1.0246	-1.0246	-0.29683	0.92203	-1.0246	0.93893	-0.66036
1	1	1	0.92101	-1.0249	-1.0249	-0.29621	0.92101	-1.0249	1.573	-1.1336
1	1	1	0.91998	-1.0252	-1.0252	-0.29559	0.91998	-1.0252	1.2545	-0.77824
1	1	1	0.91896	-1.0255	-1.0255	-0.29497	0.91896	-1.0255	1.0412	-1.1472
1	1	1	0.91793	-1.0258	-1.0258	-0.29435	0.91793	-1.0258	0.73066	-0.56766
1	1	1	0.9169	-1.0261	-1.0261	-0.29372	0.9169	-1.0261	0.60711	-1.1294
1	1	1	0.91588	-1.0264	-1.0264	-0.2931	0.91588	-1.0264	1.0658	-0.53602
1	1	1	0.91485	-1.0267	-1.0267	-0.29247	0.91485	-1.0267	0.68532	-1.2949
1	1	1	0.91382	-1.027	-1.027	-0.29184	0.91382	-1.027	0.72362	-0.87849
1	1	1	0.9128	-1.0273	-1.0273	-0.29122	0.9128	-1.0273	0.68662	-1.2191
1	1	1	0.91177	-1.0276	-1.0276	-0.29059	0.91177	-1.0276	0.89304	-1.3723
1	1	1	0.91074	-1.0278	-1.0278	-0.28996	0.91074	-1.0278	0.54751	-0.64255
1	1	1	0.90971	-1.0281	-1.0281	-0.28933	0.90971	-1.0281	0.0053699	-0.50688
1	1	1	0.90869	-1.0284	-1.0284	-0.2887	0.90869	-1.0284	1.0584	-1.113
1	1	1	0.90766	-1.0287	-1.0287	-0.28806	0.90766	-1.0287	1.1574	-1.1083
