0	0.5	1	0.5	0.46859
0.001	0.501	0.99985	0.501	-0.056867
0.002	0.502	0.9997	0.502	-0.11534
0.003	0.503	0.99955	0.503	0.28022
0.004	0.504	0.9994	0.504	0.60942
0.005	0.505	0.99925	0.505	0.42453
0.006	0.506	0.9991	0.506	0.51155
0.007	0.507	0.99895	0.507	0.70877
0.008	0.508	0.9988	0.508	0.24725
0.009	0.50899	0.99865	0.50899	0.2557
0.01	0.50999	0.9985	0.50999	0.32202
0.011	0.51099	0.99834	0.51099	0.30107
0.012	0.51199	0.99819	0.51199	0.72354
0.013	0.51299	0.99804	0.51299	0.32383
0.014	0.51399	0.99789	0.51399	0.64223
0.015	0.51498	0.99774	0.51498	0.0073159
0.016	0.51598	0.99759	0.51598	0.55548
0.017	0.51698	0.99744	0.51698	0.51623
0.018	0.51798	0.99729	0.51798	0.16632
0.019	0.51897	0.99713	0.51897	0.10523
0.02	0.51997	0.99698	0.51997	0.32665
0.021	0.52097	0.99683	0.52097	0.35501
0.022	0.52196	0.99668	0.52196	-0.11958
0.023	0.52296	0.99653	0.52296	0.92224
0.024	0.52396	0.99638	0.52396	0.86842
0.025	0.52495	0.99622	0.52495	0.48182
0.026	0.52595	0.99607	0.52595	0.73525
0.027	0.52695	0.99592	0.52695	0.81523
0.028	0.52794	0.99577	0.52794	0.73076
0.029	0.52894	0.99561	0.52894	0.67012
0.03	0.52993	0.99546	0.52993	0.22365
0.031	0.53093	0.99531	0.53093	0.57523
0.032	0.53192	0.99516	0.53192	0.67429
0.033	0.53292	0.995	0.53292	0.53195
0.034	0.53391	0.99485	0.53391	0.97338
0.035	0.53491	0.9947	0.53491	0.51449
0.036	0.5359	0.99455	0.5359	0.4709
0.037	0.5369	0.99439	0.5369	0.92266
0.038	0.53789	0.99424	0.53789	0.38036
0.039	0.53889	0.99409	0.53889	0.12123
0.04	0.53988	0.99393	0.53988	0.26399
0.041	0.54087	0.99378	0.54087	0.565
0.042	0.54187	0.99363	0.54187	0.73765
0.043	0.54286	0.99347	0.54286	0.57674
0.044	0.54385	0.99332	0.54385	0.18824
0.045	0.54485	0.99316	0.54485	0.74218
0.046	0.54584	0.99301	0.54584	0.46281
0.047	0.54683	0.99286	0.54683	1.1092
0.048	0.54783	0.9927	0.54783	0.58139
0.049	0.54882	0.99255	0.54882	0.8989
0.05	0.54981	0.99239	0.54981	0.32832
0.051	0.5508	0.99224	0.5508	0.45357
0.052	0.5518	0.99209	0.5518	0.90678
0.053	0.55279	0.99193	0.55279	0.67205
0.054	0.55378	0.99178	0.55378	0.71133
0.055	0.55477	0.99162	0.55477	0.58245
0.056	0.55576	0.99147	0.55576	0.6757
0.057	0.55675	0.99131	0.55675	0.6785
0.058	0.55774	0.99116	0.55774	0.1544
0.059	0.55874	0.991	0.55874	0.39863
0.06	0.55973	0.99085	0.55973	0.90757
0.061	0.56072	0.99069	0.56072	0.833
0.062	0.56171	0.99054	0.56171	0.82158
0.063	0.5627	0.99038	0.5627	0.5483
0.064	0.56369	0.99023	0.56369	0.70328
0.065	0.56468	0.99007	0.56468	0.36631
0.066	0.56567	0.98992	0.56567	0.80118
0.067	0.56666	0.98976	0.56666	0.97945
0.068	0.56765	0.9896	0.56765	0.43339
0.069	0.56864	0.98945	0.56864	0.60869
0.07	0.56963	0.98929	0.56963	0.39135
0.071	0.57062	0.98914	0.57062	0.69671
0.072	0.57161	0.98898	0.57161	0.8784
0.073	0.57259	0.98883	0.57259	0.29762
0.074	0.57358	0.98867	0.57358	1.0914
0.075	0.57457	0.98851	0.57457	0.64692
0.076	0.57556	0.98836	0.57556	0.39696
0.077	0.57655	0.9882	0.57655	0.65972
0.078	0.57754	0.98804	0.57754	0.45188
0.079	0.57852	0.98789	0.57852	0.9634
0.08	0.57951	0.98773	0.57951	0.20788
0.081	0.5805	0.98757	0.5805	0.63267
0.082	0.58149	0.98742	0.58149	0.08378
0.083	0.58248	0.98726	0.58248	0.69648
0.084	0.58346	0.9871	0.58346	0.74802
0.085	0.58445	0.98695	0.58445	0.68509
0.086	0.58544	0.98679	0.58544	0.31685
0.087	0.58642	0.98663	0.58642	0.57965
0.088	0.58741	0.98647	0.58741	1.4498
0.089	0.5884	0.98632	0.5884	0.14482
0.09	0.58938	0.98616	0.58938	0.6432
0.091	0.59037	0.986	0.59037	0.74793
0.092	0.59135	0.98584	0.59135	0.93499
0.093	0.59234	0.98569	0.59234	0.51499
0.094	0.59333	0.98553	0.59333	0.81077
0.095	0.59431	0.98537	0.59431	0.39001
0.096	0.5953	0.98521	0.5953	0.44013
0.097	0.59628	0.98505	0.59628	0.76392
0.098	0.59727	0.9849	0.59727	0.59849
0.099	0.59825	0.98474	0.59825	0.64039
0.1	0.59924	0.98458	0.59924	0.45929
0.101	0.60022	0.98442	0.60022	0.92328
0.102	0.6012	0.98426	0.6012	0.85531
0.103	0.60219	0.9841	0.60219	0.13451
0.104	0.60317	0.98394	0.60317	0.60876
0.105	0.60416	0.98379	0.60416	0.14163
0.106	0.60514	0.98363	0.60514	-0.047267
0.107	0.60612	0.98347	0.60612	0.74862
0.108	0.60711	0.98331	0.60711	0.58527
0.109	0.60809	0.98315	0.60809	0.70455
0.11	0.60907	0.98299	0.60907	0.18838
0.111	0.61006	0.98283	0.61006	-0.095508
0.112	0.61104	0.98267	0.61104	0.49258
0.113	0.61202	0.98251	0.61202	1.043
0.114	0.613	0.98235	0.613	0.32904
0.115	0.61399	0.98219	0.61399	0.58233
0.116	0.61497	0.98203	0.61497	0.39731
0.117	0.61595	0.98187	0.61595	0.73382
0.118	0.61693	0.98171	0.61693	0.7909
0.119	0.61791	0.98155	0.61791	0.32097
0.12	0.6189	0.98139	0.6189	0.53307
0.121	0.61988	0.98123	0.61988	0.34941
0.122	0.62086	0.98107	0.62086	0.75488
0.123	0.62184	0.98091	0.62184	0.19615
0.124	0.62282	0.98075	0.62282	1.0282
0.125	0.6238	0.98059	0.6238	1.3574
0.126	0.62478	0.98043	0.62478	0.38286
0.127	0.62576	0.98027	0.62576	1.2849
0.128	0.62674	0.98011	0.62674	-0.28535
0.129	0.62772	0.97995	0.62772	0.73941
0.13	0.6287	0.97979	0.6287	0.24839
0.131	0.62968	0.97963	0.62968	1.1422
0.132	0.63066	0.97947	0.63066	0.64739
0.133	0.63164	0.97931	0.63164	0.67319
0.134	0.63262	0.97915	0.63262	0.58249
0.135	0.6336	0.97899	0.6336	0.8988
0.136	0.63458	0.97882	0.63458	0.49247
0.137	0.63556	0.97866	0.63556	0.47214
0.138	0.63653	0.9785	0.63653	0.80282
0.139	0.63751	0.97834	0.63751	0.71561
0.14	0.63849	0.97818	0.63849	0.74784
0.141	0.63947	0.97802	0.63947	1.015
0.142	0.64045	0.97785	0.64045	0.54624
0.143	0.64143	0.97769	0.64143	0.95319
0.144	0.6424	0.97753	0.6424	0.70962
0.145	0.64338	0.97737	0.64338	0.18596
0.146	0.64436	0.97721	0.64436	0.88809
0.147	0.64533	0.97704	0.64533	0.43955
0.148	0.64631	0.97688	0.64631	0.70196
0.149	0.64729	0.97672	0.64729	0.54708
0.15	0.64827	0.97656	0.64827	1.0413
0.151	0.64924	0.97639	0.64924	1.0315
0.152	0.65022	0.97623	0.65022	0.66225
0.153	0.65119	0.97607	0.65119	0.82662
0.154	0.65217	0.97591	0.65217	0.7905
0.155	0.65315	0.97574	0.65315	0.52837
0.156	0.65412	0.97558	0.65412	0.48237
0.157	0.6551	0.97542	0.6551	0.45083
0.158	0.65607	0.97525	0.65607	1.0191
0.159	0.65705	0.97509	0.65705	0.68949
0.16	0.65802	0.97493	0.65802	0.32456
0.161	0.659	0.97476	0.659	0.44011
0.162	0.65997	0.9746	0.65997	0.82063
0.163	0.66095	0.97444	0.66095	0.75789
0.164	0.66192	0.97427	0.66192	0.86645
0.165	0.6629	0.97411	0.6629	0.084626
0.166	0.66387	0.97395	0.66387	0.61162
0.167	0.66484	0.97378	0.66484	0.4372
0.168	0.66582	0.97362	0.66582	0.81766
0.169	0.66679	0.97346	0.66679	0.8483
0.17	0.66776	0.97329	0.66776	0.96463
0.171	0.66874	0.97313	0.66874	1.0193
0.172	0.66971	0.97296	0.66971	0.81716
0.173	0.67068	0.9728	0.67068	1.1462
